"oclc编号 - oclcNumber","书号 - isbns","书名 - title","作者 - creator","出版日期 - publicationDate","语言 - catalogingLanguage","格式 - generalFormat","详细格式 - specificFormat","版本 - edition","总版本数 - totalEditions","出版社 - publisher","出版地 - publicationPlace","主题 - subjects","简介 - summaries","是否同行审阅 - peerReviewed"
"1341832292","9787519765453,7519765458","当年谁人不识君 : 清代名吏樊增祥","刘永章, author","2022","chi","Book","PrintBook","Di 1 ban",1,"法律出版社","Beijing","Fan, Zengxiang, 1846-1931","本书主要论述樊山的仕途生涯和法律思想.樊山是清末名吏,著名诗人和公牍作家,一生经历了清代道光,咸丰,同治,光绪,宣统五朝以及民国新旧军阀政权更迭,见证了中国近代社会转型的一系列重大历史事件.本书展现了樊山入官,升官,罢官,复官,去官富有传奇色彩的一生,为官期间,他忧国恤民,奋力改革,政绩卓异,著述宏富,著有""樊山全集""""樊山政书""""樊山判牍""""樊樊山诗集""等.通过阅读本书可窥见彼时社会政治生活状态","否"
"1112265926","9787519726737,7519726738","心理猎人 = Mind hunter","符珑译.","2019","chi","Book","PrintBook","Di 1 ban",1,"法律出版社","Beijing","Zhang pian xiao shuo Zhong guo Dangdai","本书讲述了:连环纵火案案犯被警方击毙后,幕后阴谋的轮廓----""七日祭""浮现出来.随后女大学生失联案离奇交错,凶犯手段残忍又不失缜密.面临非常规的挑战,刑警队长赵志国决定正式启用心理猎人小组,不正经的精神分析专家,心思诡谲的海归催眠师,百变的冷艳系统排列大师悄然入局.然而就在心理猎人小组不断逼近真相时,矛头却屡次指向内部成员.与此同时,一张神秘卡片的出现,又牵连出一批失踪科学家所涉及的生物隐形技术,真凶逐渐从阴影中走了出来","否"
"1178838230","9787519733766,7519733769","弯道 = Curve","骑鲸闻巷.","2019","chi","Book","PrintBook","Di 1 ban",1,"法律出版社","Beijing","Zhang pian xiao shuo Zhong guo Dangdai","Ben shu jiang shu:yi ge mei you bei jing de piao liang nü ren,Zai zhong guo qi che mei ti jie de long tou qi ye fen dou duo nian,Cong meng dong de zhi chang cai niao jin jie wei shi li qiang jing de zhu guan.Jiu nian de shi jian li,Ta jian shi le qi che ping ce quan de ge zhong ming qiang he an jian,Ye jian zheng le xin ren de jue qi he ju xing de yun luo.Zai ta shen bian,You ta ai mu,Jing yang de nan shang si,You bing jian xie zuo duo nian de lao tong shi,You wu tiao jian zhi chi ta de biao di jian huo ban,Ye you qin mi wu jian de hao gui mi.Ran er,Yi xi zhi jian,Tong shi wei li yi jian ta hong xian,Shi ye xian ru zi ben xuan wo,Biao di bei che ping quan lian he da ji,Shang si dui gui mi chan sheng le qing su.Dang shi ye he gan qing de jian shou dou zai wu yi yi,Ta hui zuo chu zen yang de xuan ze","否"
"1336353126","9787519761783,7519761789","中华人民共和国合同法律法规全书 = The contract laws and regulations","法律出版社法规中心.","2022","chi","Book","PrintBook","11 ban",6,"法律出版社","Beijing","He tong fa Zhong guo Hui bian","本书收录改革开放以来至2021年11月公布的现行有效的合同法律,行政法规,司法解释,重要的部门规章,相关政策规定.内容包括<民法典>合同编规定的全部典型合同,以及常见的其他合同,如买卖合同,借款合同,建设工程合同,土地使用权合同,旅游合同等","否"
