"oclc编号 - oclcNumber","书号 - isbns","书名 - title","作者 - creator","出版日期 - publicationDate","语言 - catalogingLanguage","格式 - generalFormat","详细格式 - specificFormat","版本 - edition","总版本数 - totalEditions","出版社 - publisher","出版地 - publicationPlace","主题 - subjects","简介 - summaries","是否同行审阅 - peerReviewed"
"1100118658","9787559425218,7559425216","我一次次活着是为了什么","韩松, 1965- author","2018","chi","Book","PrintBook","Di 1 ban",1,"江苏凤凰文艺出版社","Nanjing Shi","","","否"
"1090870908","9787559426178,7559426174","北京文学地图 = Beijing literature map","王苗, 1951- author","2019","chi","Book","PrintBook","Di 1 ban",2,"江苏凤凰文艺出版社","Nanjing Shi","Authors, Chinese 20th century Anecdotes,Écrivains chinois 20e siècle Anecdotes,San wen ji Zhong guo Dang dai,Authors, Chinese,Travel,Beijing (China) Description and travel,China Beijing,Anecdotes,1900-1999","作者通过对北京文学名人故居的走访, 描绘出了一张北京文学地图.以故居为切入点, 还原老舍, 鲁迅, 冰心, 沈从文等一大批文学名家的生活细节以及文学历程, 将读者带回历史现场, 追寻被现代都市遗忘的文学细节","否"
"1348138426","9787559468598,7559468594","半小时漫画世界名著","陈磊 (Comics writer), 1984- author","2022","chi","Book","PrintBook","Di 1 ban",1,"江苏凤凰文艺出版社","Nanjing Shi","Classic literature Caricatures and cartoons,Literature Appreciation,Literature History and criticism,Littérature Appréciation,Littérature Histoire et critique,Literature,Caricatures and cartoons,Criticism, interpretation, etc","","否"
"1257287356","9787559448644,755944864X","杨绛传","李雪 (Researcher on literature) author","2021","chi","Book","PrintBook","Di 1 ban",2,"江苏凤凰文艺出版社","Nanjing Shi","Yang, Jiang, 1911-2016,Authors, Chinese 20th century Biography,Women authors, Chinese 20th century Biography,Écrivains chinois 20e siècle Biographies,Authors, Chinese,Women authors, Chinese,Biographies,1900-1999","Detailed summary in vernacular field only,""杨绛传""是一部人物传记, 作者以温暖的笔触叙写了杨绛先生的百年人生, 历经人生起起落落, 依然保持平静, 淡然, 知足, 本书内容主要包括她童年的成长, 家庭的变迁, 求学历程, 文学创作, 以及她同钱锺书半个多世纪相濡以沫的爱情, 从两人相识相知, 到最后的""我们仨"", 遍尝生活百态, 却仍存至真至善的人格品质, 尽显其博学, 睿智, 宽容, 淡定, 坚强的才女贤妻风范. 杨绛先生虽已辞世, 但她身上的坚韧和智慧, 透过文字的叙写, 仍将给生者以前行的指引和力量","否"
"1049569792","9787559414793,7559414796","草舍无瓦, 市井有人","曹萍波, author","2018","chi","Book","PrintBook","Di 1 ban",2,"江苏凤凰文艺出版社","Nanjing Shi","Sui bi Zuo pin ji Zhong guo Dang dai","Ben shu shou lu le "" yi ge shou cang zhe de xiao xiang "" "" hua jiang de ri zi "" "" ni tu de yu yan "" "" zou xiang tong yi "" "" po lan wang "" "" ban you tian ding ban you ren "" "" mei de yang zi dang de jia "" "" wan ka fei de ren "" deng sui bi zuo pin","否"
"1123134197","9787559435699,7559435696","莫砺锋讲唐诗课 = The Tang poetry","莫砺锋, 1949- author","2019","chi","Book","PrintBook","Di 1 ban",2,"江苏凤凰文艺出版社","Nanjing","Chinese poetry Tang dynasty, 618-907 History and criticism,Poésie chinoise 618-907 (Dynastie des Tang) Histoire et critique,Tang shi Shi ge yan jiu,Chinese poetry,Tang Dynasty (China),Criticism, interpretation, etc,618-907","""莫砺锋讲唐诗课""是国内第一位文学博士, 南京大学资深教授兼博士生导师, 古代文学研究大家, 百家讲坛""诗歌唐朝""主讲人莫砺锋给中国人的四十堂唐诗课.这四十堂课, 聚焦了从初唐到晚唐的主要著名诗人:李白, 杜甫, 白居易, 王维, 韩愈, 高适, 李商隐;重要名篇诗作:""春江花月夜""""秋兴八首""""燕歌行""""哀江头""""琵琶行""""锦瑟""等;探讨了包括:谁是唐代最伟大的诗人, 著名诗人之间的唱酬问题, 唐诗意象的密度, 唐诗中的主要主题, 唐诗和宋诗的比较等问题.可谓堂堂精彩, 堂堂让人爱不释手！","否"
"1103517614","9787559435668,7559435661","所有流浪, 都是归程 : 杜甫传","随园散人, author","2019","chi","Book","PrintBook","Di 1 ban",1,"江苏凤凰文艺出版社","Nanjing Shi","Du, Fu, 712-770,Du, Fu, 712-770 Criticism and interpretation,Dufu, (712-770) Chuanji,Authors, Chinese China Eighth century Biography,Poets, Chinese China Eighth century Biography,Du fu Chuan ji,Authors, Chinese,Poets, Chinese,China,Biographies,Criticism, interpretation, etc","Ben shu shi guan yu du fu de chuan ji, gong fen qi juan, bao gua : qiu ma qing kuang ; chang an yue leng ; luan shi fu chen ; tian ya ling luo ; xi nan piao po ; kui cheng chi mu ; ji mo gui tu","否"
"1052453828","9787559422217,7559422217","一声狂笑, 半个盛唐 : 李白传","随园散人, author","2018","chi","Book","PrintBook","Di 1 ban",2,"江苏凤凰文艺出版社","Nanjing Shi","Li, Bai, 701-762,Libai, 701-762 Chuanji,Poets, Chinese Biography,Poètes chinois Biographies,Poets, Chinese,Biography,Biographies","Ben shu shi yi bu guan yu tang dai zhu ming shi ren li bai de chuan ji. zuo zhe yun yong you mei de wen bi, jie he xiang jin de li shi zi liao, bu tong shi qi de jing mei shi ju, jiang li bai de yi sheng jing cai cheng xian. bao han li bai sheng ping zhong qiu xue, man you ge di, wei guan jiao you, zui zhong qi guan er qu, shou an shi zhi luan qian lian, can bei liu fang, zhi zhi li shi de jing cai yi sheng,这是一部关于唐代著名诗人李白的传记. 作者运用优美的文笔, 结合详尽的历史资料, 不同时期的精美诗句, 将李白的一生精彩呈现. 包含李白生平中求学, 漫游各地, 为官交友, 最终弃官而去, 受安史之乱牵连, 惨被流放, 直至离世的精彩一生","否"
"1077452305","9787559423825,7559423825","鲁迅与陈西滢","阎晶明, author","2018","chi","Book","PrintBook","Zai ban, di 1 ban",6,"江苏凤凰文艺出版社","Nanjing Shi","Lu, Xun, 1881-1936 Criticism and interpretation,Chen, Yuan, 1896-1970 Criticism and interpretation,Chen, Yuan, 1896-1970,Lu, Xun, 1881-1936,Authors, Chinese 20th century Biography,Chinese literature 20th century History and criticism,Écrivains chinois 20e siècle Biographies,Littérature chinoise 20e siècle Histoire et critique,Authors, Chinese,Chinese literature,Biography,Biographies,Criticism, interpretation, etc,1900-1999","","否"
"1338289503","9787559459961,755945996X","诗歌植物学","臧棣, 1964- author","2021","chi","Book","PrintBook","Di 1 ban",2,"江苏凤凰文艺出版社","Nanjing","Chinese poetry 21st century,Poésie chinoise 21e siècle,Chinese poetry,2000-2099","","否"
"1286315967","9787559457967,7559457967","尘界与天界 : 汪曾祺十二讲","王干, 1960- author","2021","chi","Book","PrintBook","Di 1 ban",2,"江苏凤凰文艺出版社","Nanjing Shi","Wang, Zengqi, 1920-1997 Criticism and interpretation,Wang, Zengqi, 1920-1997,Authors, Chinese Biography,Artists China Biography,Chinese fiction History and criticism,Écrivains chinois Biographies,Artistes Chine Biographies,Roman chinois Histoire et critique,Artists,Authors, Chinese,Chinese fiction,China,Biographies,Criticism, interpretation, etc","","否"
"1050083402","9787559400963,7559400965","有趣生活 : 丰子恺谈日常之美","丰子恺, 1898-1975, author","2018","chi","Book","PrintBook","Di 1 ban",2,"Jiangsu heng huang wen yi chu ban she, 江苏凤凰文艺出版社","Nanjing, 南京","Feng, Zikai, 1898-1975,Chinese essays,Authors, Chinese 20th century Anecdotes,Essais chinois,Écrivains chinois 20e siècle Anecdotes,Authors, Chinese,Anecdotes,1900-1999","","否"
"1053839536","9787553789897,7553789895","一次学好必备英语口语","林美吟.","2018","chi","Book","PrintBook","Di 1 ban",3,"江苏凤凰文艺出版社","Nanjing","English language Conversation and phrase books Chinese,English language Textbooks for foreign speakers Chinese,English language,Conversation and phrase books,Textbooks for Chinese speakers","","否"
"1232505029","9787559451446,7559451446","平淡之喜 = Plain joy","黎戈, author","2020","chi","Book","PrintBook","Di 1 ban",2,"江苏凤凰文艺出版社","Nanjing Shi","","","否"
"1074233091","9787559429469,7559429467","""鐘山""四十年鲁迅文学奖获奖小说集 (1978-2018)","贾梦玮","2018","chi","Book","PrintBook","Di 1 ban",1,"江苏凤凰文艺出版社","Nanjing","Chinese fiction,Roman chinois","本书收录了胡学文""从正午开始的黄昏"", 苏童""茨菰"", 迟子建""世界上所有的夜晚"", 陈应松""松鸦为什么鸣叫"", 李国文""涅槃""等获得鲁迅文学奖的小说作品, 均曾由""钟山""杂志社刊载, 本次出版由""钟山""杂志社选录","否"
"1091635628","9787559425188,7559425186","假漂亮和苍蝇拍手","韩松, 1965- author","2018","chi","Book","PrintBook","Di 1 ban",1,"江苏凤凰文艺出版社","Nanjing","","Ben shu shou lu le "" zhen yan "" "" qi pa "" "" bai bu "" "" xin nian "" "" bai se lao ren "" "" bu ke si yi "" "" zhe yi dai "" "" kong bei "" "" gu xiang "" "" gu tou cheng bao "" deng shi ge","否"
"1128947074","9787559438577,7559438571","我把人生看透了","张恨水, 1895-1967, author","2019","chi","Book","PrintBook","Di 1 ban",2,"江苏凤凰文艺出版社","Nanjing Shi","Chinese essays 20th century,Chinese prose literature 20th century,Essais chinois 20e siècle,Prose chinoise 20e siècle,San wen ji Zhong guo Xian dai,Chinese essays,Chinese prose literature,Chinese fiction,1900-1999","","否"
"1230137161","9787559446909,7559446906","面疙瘩","齐如山, 1875-1962, author","2020","chi","Book","PrintBook","Di 1 ban",2,"江苏凤凰文艺出版社","Nanjing Shi","Food in literature,Food habits China,Food Anecdotes,Aliments dans la littérature,Habitudes alimentaires Chine,Aliments Anecdotes,Food,Food habits,China,Anecdotes,Essays","","否"
"1155168501","9787559434753,7559434754","味蕾深处是故乡","沈燕妮","2020","chi","Book","PrintBook","Di 1 ban",2,"江苏凤凰文艺出版社","Nanjing Shi","Food habits China,Food habits,Habitudes alimentaires Chine,Habitudes alimentaires,China","","否"
"1063772531","9787559421760,7559421768","追寻与发现 : 新世纪家庭叙事研究 = Pursuit and discovery","汪雨萌, author","2018","chi","Book","PrintBook","Di 1 ban",3,"江苏凤凰文艺出版社","Nanjing","Families in literature,Chinese literature 20th century History and criticism,Familles dans la littérature,Littérature chinoise 20e siècle Histoire et critique,Jia ting wen ti Xu shi wen xue Wen xue yan jiu Zhong guo Dang dai,Chinese literature,Criticism, interpretation, etc,1900-1999","家庭与家族在中国文学史上一直是绕不开的话题. 本书以新世纪以来的家庭文学作为基本考察的对象, 关注改革开放以来文学创作中家庭意象的变化及衍生出的人物形象, 情节架构与主题立意的断裂与转型. 探寻新时期以来不同世代家庭问题等的呼应与冲突","否"
